country_code,country_name,region,income_level,log_gdp_per_capita,life_expectancy,internet_users_pct,urban_population_pct,unemployment_pct,electricity_access_pct,log1p_co2_tons_per_capita_2018,z_log_gdp_per_capita,z_life_expectancy,z_internet_users_pct,z_urban_population_pct,z_unemployment_pct,z_electricity_access_pct,z_log1p_co2_tons_per_capita_2018
GMB,"Gambia, The",Sub-Saharan Africa,Low income,2.9401877967742664,66.057,49.49430084,64.2994103409645,6.48,66.9,0.21312264714994494,-1.45666753621881,-1.0501406323104292,-0.8211555173947965,0.1252384025230991,-0.05885240810459607,-0.8561530053392009,-1.3239216581177213
GNB,Guinea-Bissau,Sub-Saharan Africa,Low income,3.0033491511427557,64.254,29.77739906,46.113204421822,2.647,40.5,0.14951959482654092,-1.3564436926120331,-1.304718993755745,-1.5834066740009973,-0.7317604265988289,-0.7413676939480597,-1.9938931741017607,-1.4009772648372052
GNQ,Equatorial Guinea,Sub-Saharan Africa,Upper middle income,3.829007716818966,63.906,63.29930115,71.3574028749806,8.293,66.9,1.6344032070146473,-0.04629643902160311,-1.3538555826536771,-0.2874571924419165,0.45783616175315095,0.2639757195328155,-0.8561530053392009,0.39797111052041173
GRC,Greece,Europe & Central Asia,High income,4.391396488476228,81.8390243902439,86.26968886,78.9967856500534,10.02,100.0,1.9577222606098297,0.8460967792736761,1.1782353574612345,0.6005730262510106,0.8178311009152779,0.5714904335040292,0.5703318274653716,0.7896747305301487
GTM,Guatemala,Latin America & Caribbean,Upper middle income,3.7888769316440647,72.746,60.22140121,55.9547027274763,2.613,100.0,0.7328432562722916,-0.10997559184219273,-0.1056732669705963,-0.4064481381473402,-0.2679939564373134,-0.7474218342346963,0.5703318274653716,-0.6942759823581345
GUY,Guyana,Latin America & Caribbean,High income,4.4723943042275565,70.319,83.00080109,26.477717988557,11.874,98.9,1.406718405410894,0.9746233521997572,-0.44835861540530547,0.47419853236242926,-1.657054518030795,0.9016191420753263,0.5229259871002652,0.12212915188021801
HND,Honduras,Latin America & Caribbean,Lower middle income,3.534842476468014,73.044,58.62269974,58.7850728104829,4.91,95.6,0.693392408911517,-0.5130750782426806,-0.06359653279937905,-0.4682535910614306,-0.1346168321540555,-0.33841123898751757,0.3807084660049448,-0.7420709995457552
HRV,Croatia,Europe & Central Asia,High income,4.381123022417247,78.9292682926829,83.63240029,57.5158981711443,5.0,100.0,1.6402899829264344,0.8297949398674509,0.767386250682201,0.49861602077330675,-0.19442486384028815,-0.3223855735228915,0.5703318274653716,0.40510298663223604
HTI,Haiti,Latin America & Caribbean,Lower middle income,3.3309458244139103,65.119,47.8614006,55.0372652481002,14.609,51.3,0.265257499446071,-0.8366163697766524,-1.182583506983589,-0.8842830873573904,-0.31122687973718144,1.3886213092503519,-1.528454014153441,-1.2607598674778338
HUN,Hungary,Europe & Central Asia,High income,4.367212867114411,76.7243902439025,93.77898628,70.491825943218,4.5,100.0,1.7542381273578178,0.8077224361417711,0.4560638763919844,0.890880839697701,0.41704709226094394,-0.41141704832636966,0.5703318274653716,0.5431520752054383
IDN,Indonesia,East Asia & Pacific,Upper middle income,3.6924441942617423,71.288,72.78075544,58.7509635387997,3.301,99.4,1.1505884540222446,-0.262994153375778,-0.31153863080158395,0.07909377887713427,-0.1362241825835332,-0.6249145249051102,0.5444740963571318,-0.18817433328792882
IND,India,South Asia,Lower middle income,3.430516515787038,72.235,64.9434967,35.3788972368389,4.173,99.5,1.0192079502370268,-0.678618532336713,-0.17782498227761545,-0.22389294823872466,-1.2375992326624174,-0.4696436328478444,0.5487837182085049,-0.3473428646786182
IRL,Ireland,Europe & Central Asia,High income,5.052674528030735,83.009756097561,97.18769836,64.3470379255585,4.3,100.0,2.1490291498960654,1.895406558640463,1.3435392730135707,1.0226609111566525,0.1274827840291942,-0.44702963824776093,0.5703318274653716,1.0214445573713624
IRN,"Iran, Islamic Rep.","Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,3.7151815487744053,77.854,85.3404007,77.0201263427734,8.146,100.0,2.1171345809286497,-0.2269147328900471,0.6155614919105332,0.5646469470584384,0.7246838705669811,0.23780046594059323,0.5703318274653716,0.9828040319081481
IRQ,Iraq,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,3.783446924590119,72.424,81.47450256,69.8861494108913,15.293,100.0,1.7356249984886898,-0.11859187601151751,-0.15113873141063452,0.41519216144268545,0.3885054557404726,1.5104163667815098,0.5703318274653716,0.520602120673919
ISL,Iceland,Europe & Central Asia,High income,4.934703081901383,82.809756097561,98.209198,94.1819039916522,3.6,100.0,1.9792377519177349,1.7082105764587991,1.3152998541067151,1.0621518662139344,1.5334079890626928,-0.5716737029726303,0.5703318274653716,0.815740920375386
ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",High income,4.733812423100289,83.1975609756098,88.18242225,91.536188843818,3.595,100.0,2.0764876628507376,1.389439166772437,1.3700567761334281,0.674518885244218,1.4087324633392397,-0.5725640177206651,0.5703318274653716,0.9335599654780508
ITA,Italy,Europe & Central Asia,High income,4.606223758522808,83.9512195121951,89.2207202,69.6047535143071,6.5,100.0,1.8564207172850702,1.1869826727269177,1.4764711717702326,0.7146592593313961,0.37524507834429793,-0.05529114911245702,0.5703318274653716,0.6669471003714764
JAM,Jamaica,Latin America & Caribbean,Upper middle income,3.889514633666519,71.606,90.10870361,58.9301585439922,3.151,97.7,1.390691354823264,0.049715368069772656,-0.26663795473968155,0.7489885058262084,-0.1277798753807415,-0.6516239673461538,0.4712105248837851,0.1027122518755737
JOR,Jordan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,3.6644629496420675,77.981,95.62244985,92.9501393764286,16.693,100.0,1.2121957633290759,-0.30739452940831496,0.6334935229163867,0.962148742437839,1.4753628510226948,1.759704496231249,0.5703318274653716,-0.1135365851991322
